Video Name,Width,Height,Video Length,Frames per Second,Frame Count,Original Bitrate,Original Size,Scene Count,Avg Motion ,Avg PCC,Compression Preset,Compression Duration,Compressed Bitrate,Compressed Size, Average PSNR, Average SSIM, Average VIFp
byger-20030708-liten.avi,1024,576,121.48,25,3037,374.2772217,44.47452354,5,0.31566,0.95733,superfast,24.69,570061,8832140,39.21718554,0.954540844,0.551164487
byger-20030708-liten.avi,1024,576,121.48,25,3037,374.2772217,44.47452354,5,0.31566,0.95733,veryfast,36.17,503303,7797835,39.21497363,0.954645073,0.550275969
byger-20030708-liten.avi,1024,576,121.48,25,3037,374.2772217,44.47452354,5,0.31566,0.95733,faster,36.33,503450,7800105,39.21973782,0.95468395,0.550486766
byger-20030708-liten.avi,1024,576,121.48,25,3037,374.2772217,44.47452354,5,0.31566,0.95733,fast,43.77,507367,7860798,39.31919256,0.955238392,0.552932302
byger-20030708-liten.avi,1024,576,121.48,25,3037,374.2772217,44.47452354,5,0.31566,0.95733,medium,55.75,570771,8843142,39.80843627,0.957944026,0.570733984
byger-20030708-liten.avi,1024,576,121.48,25,3037,374.2772217,44.47452354,5,0.31566,0.95733,slow,146.83,580367,8991813,40.12744534,0.959197403,0.582091742
byger-20030708-liten.avi,1024,576,121.48,25,3037,374.2772217,44.47452354,5,0.31566,0.95733,slower,335.28,568173,8802875,40.23768532,0.960093515,0.585378761
credit-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi,1920,808,61.248,30,1468,764.5021973,47.17855263,1,0.18853,0.67046,superfast,13.93,418119,3261795,15.61513839,0.640049589,0.033324971
credit-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi,1920,808,61.248,30,1468,764.5021973,47.17855263,1,0.18853,0.67046,veryfast,16.93,399572,3117108,15.62420289,0.642167316,0.033996475
credit-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi,1920,808,61.248,30,1468,764.5021973,47.17855263,1,0.18853,0.67046,faster,16.92,400161,3121707,15.62478597,0.642175457,0.033994872
credit-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi,1920,808,61.248,30,1468,764.5021973,47.17855263,1,0.18853,0.67046,fast,23.25,419862,3275390,15.62393354,0.64216736,0.034217219
credit-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi,1920,808,61.248,30,1468,764.5021973,47.17855263,1,0.18853,0.67046,medium,34.09,541672,4225645,15.62660369,0.642061385,0.034240283
credit-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi,1920,808,61.248,30,1468,764.5021973,47.17855263,1,0.18853,0.67046,slow,56.08,510611,3983335,15.62782477,0.642076583,0.034367792
credit-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi,1920,808,61.248,30,1468,764.5021973,47.17855263,1,0.18853,0.67046,slower,160.94,485650,3788614,15.62795237,0.642022195,0.034361842
credit-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,60.024,30,1438,1265.165161,75.48967361,1,0.08508,0.33618,superfast,13.11,985021,7527227,14.58556316,0.807629649,0.105939259
credit-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,60.024,30,1438,1265.165161,75.48967361,1,0.08508,0.33618,veryfast,15.59,725239,5542055,14.608066,0.808881288,0.106171931
credit-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,60.024,30,1438,1265.165161,75.48967361,1,0.08508,0.33618,faster,15.6,725949,5547479,14.60815435,0.808871864,0.106170966
credit-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,60.024,30,1438,1265.165161,75.48967361,1,0.08508,0.33618,fast,19.92,700685,5354424,14.60618255,0.80915096,0.1062746
credit-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,60.024,30,1438,1265.165161,75.48967361,1,0.08508,0.33618,medium,30.34,1462611,11176827,14.60538912,0.808985817,0.106319624
credit-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi,1920,798,60.024,30,1438,1265.165161,75.48967361,1,0.08508,0.33618,slow,50.58,1633787,12484895,14.60770759,0.809103378,0.106431076
